35
9
100,0,0,0,0,25,29,60,134,72
100,0,0,0,0,0,0,0,0,72
100,20,0,0,0,20,20,75,61,76
100,50,0,0,0,35,25,0,0,59
0,50,0,0,0,100,70,0,90,0
0,50,0,0,0,90,80,0,0,0
100,50,0,0,0,10,11,96,0,75
100,0,0,0,0,0,0,92,0,91
100,0,0,0,0,1,2,50,0,109
100,0,0,0,0,2,2,224,0,70
100,50,0,0,0,30,0,143,0,70
100,100,0,0,0,1,0,125,0,60
100,100,0,0,0,1,0,67,0,73
100,100,0,100,0,8,0,0,0,99
100,100,0,100,0,33,30,67,90,74
100,100,0,100,100,25,29,30,175,40
100,100,0,0,100,12,5,72,0,72
100,0,0,0,100,0,12,0,0,21
0,0,0,0,0,76,70,0,70,13
100,0,0,0,0,12,10,0,31,50
100,0,0,0,100,0,4,0,0,94
100,0,0,0,100,40,43,0,185,53
100,0,0,0,100,1,7,117,0,40
100,0,0,0,100,15,13,0,31,100
100,0,0,0,100,1,0,130,0,78
0,0,0,0,100,1,0,83,0,96
100,0,0,0,100,1,0,67,0,79
100,0,0,0,100,1,0,75,0,49
100,0,0,0,100,36,36,67,155,41
0,0,0,0,100,32,35,0,232,49
0,0,0,0,100,30,32,0,150,57
100,50,0,0,100,27,11,0,0,1
0,0,0,0,100,60,60,0,230,0
0,100,0,0,0,12,26,0,0,5
0,100,0,0,100,75,50,0,174,0
0,100,0,0,0,80,75,0,115,0
0,100,0,0,100,90,85,0,275,5
100,100,0,0,100,0,17,195,0,0
100,100,0,0,100,32,50,85,130,0
0,0,0,0,100,68,46,0,100,0
0,0,0,0,100,75,54,15,130,0
0,0,0,0,100,30,25,0,145,41
100,0,0,0,100,35,40,0,270,47
100,0,0,0,100,20,20,0,110,28
0,0,0,0,100,33,37,0,195,24
0,0,0,0,100,33,30,0,220,24
100,0,0,0,100,33,40,55,,1
0,0,0,0,100,50,70,0,140,0
0,0,0,0,100,28,28,16,163,19
0,0,0,0,100,50,50,25,225,29
0,0,0,0,100,37,30,0,0,6
100,0,0,0,100,7,0,0,0,73
100,0,0,0,0,6,0,0,0,39
0,0,0,100,0,80,30,67,164,150
0,0,0,100,0,60,55,0,141,0
100,0,0,100,100,33,33,25,145,30
0,100,0,0,100,60,65,0,333,7
0,100,0,0,100,50,60,0,320,31
0,100,0,0,100,1,0,0,0,15
100,100,0,0,100,33,33,42,200,19
0,100,0,0,0,15,0,0,0,9
0,0,0,0,0,50,30,0,16,23
100,0,0,0,0,0,10,0,0,40
100,0,0,0,0,20,0,0,0,59
100,0,0,0,200,1,0,133,0,46
100,0,0,0,200,1,0,92,0,80
100,0,0,0,200,15,11,137,0,54
100,0,0,0,200,1,0,185,0,30
0,0,0,0,200,33,25,70,31,37
0,0,0,0,100,60,60,0,253,21
0,0,0,0,100,60,45,0,0,50
100,0,0,0,200,1,22,43,75,52
100,0,0,0,200,5,0,117,0,35
0,50,0,0,200,0,0,0,0,26
100,0,0,0,100,3,10,0,0,22
0,0,0,0,100,20,20,50,27,17
100,0,0,0,100,0,0,25,0,54
100,0,0,0,100,2,0,50,0,21
100,0,0,100,0,0,0,0,0,86
0,0,0,100,0,35,35,42,167,50
0,100,0,100,0,90,78,0,75,0
0,100,0,100,0,100,89,0,211,0
0,100,0,0,0,90,77,50,30,0
100,100,0,100,0,1,0,150,0,48
0,100,0,100,0,0,0,0,0,81
100,0,0,0,200,3,11,183,0,70
100,0,0,0,200,1,0,92,0,95
0,0,0,0,200,20,29,42,161,68
0,0,0,0,200,0,20,52,0,0
0,0,0,0,200,0,17,117,0,44
0,0,0,0,200,22,35,13,215,21
100,0,0,0,200,0,0,77,0,38
0,0,0,0,200,1,0,0,0,56
0,0,0,0,100,12,7,80,0,46
0,0,0,0,100,93,77,0,161,0
0,0,0,0,100,100,92,0,128,0
0,0,0,0,100,100,82,0,129,0
0,0,0,0,100,100,64,0,132,0
0,0,0,0,100,50,30,0,0,0
0,0,0,200,0,0,30,12,242,66
100,0,0,100,0,1,0,89,0,65
100,0,0,0,100,0,0,131,0,70
0,0,0,0,100,90,80,0,100,0
100,0,0,0,100,1,0,12,0,74
50,100,0,0,200,15,35,60,178,58
0,100,0,0,200,0,0,50,0,129
0,100,0,0,200,1,30,52,50,45
0,100,0,0,200,0,26,50,0,50
100,100,0,0,200,0,0,0,75,29
100,100,0,0,200,1,37,70,112,23
100,0,0,0,0,0,15,0,0,40
100,0,0,0,200,0,10,0,0,33
0,0,0,0,200,1,28,25,200,51
0,0,0,0,200,1,10,150,0,0
100,0,0,0,200,0,5,0,0,79
100,0,0,100,0,2,0,0,0,26
100,0,0,0,0,45,40,117,150,11
0,0,0,100,0,1,0,92,0,54
100,0,0,0,200,33,25,67,142,37
0,0,0,0,200,0,0,0,0,72
0,20,0,0,200,1,25,42,200,39
100,50,0,0,200,0,0,0,0,6
0,0,0,0,100,18,23,0,70,26
100,0,0,0,100,1,0,92,0,34
0,0,0,0,200,1,0,92,0,73
100,20,0,0,200,5,0,93,0,46
100,0,0,0,250,0,0,0,0,60
100,100,0,0,0,2,22,75,220,60
100,100,0,0,0,0,0,0,0,21
100,100,0,0,0,0,0,0,0,68
100,100,0,0,0,1,0,129,0,46
100,100,0,0,0,0,0,0,0,67
